sqrt(2) = [ 1; (2) ]
sqrt(8998) = [ 94; (1, 6, 31, 2, 10, 20, 1, 62, 3, 2, 94, 2, 3, 62, 1, 20, 10, 2, 31, 6, 1, 188) ]
sqrt(8999) = [ 94; (1, 6, 3, 3, 3, 1, 4, 1, 1, 1, 7, 1, 1, 1, 1, 13, 1, 93, 1, 13, 1, 1, 1, 1, 7, 1, 1, 1, 4, 1, 3, 3, 3, 6, 1, 188) ]
sqrt(9000) = [ 94; (1, 6, 1, 1, 2, 7, 5, 7, 2, 1, 1, 6, 1, 188) ]
sqrt(9001) = [ 94; (1, 6, 1, 10, 3, 2, 20, 1, 1, 1, 7, 4, 11, 1, 1, 1, 1, 1, 1, 2, 1, 5, 37, 1, 3, 2, 3, 1, 1, 2, 5, 2, 1, 3, 1, 1, 7, 1, 2, 4, 2, 1, 1, 12, 17, 5, 1, 6, 1, 3, 12, 2, 1, 1, 4, 6, 1, 4, 3, 1, 2, 1, 22, 1, 62, 3, 2, 3, 3, 2, 3, 62, 1, 22, 1, 2, 1, 3, 4, 1, 6, 4, 1, 1, 2, 12, 3, 1, 6, 1, 5, 17, 12, 1, 1, 2, 4, 2, 1, 7, 1, 1, 3, 1, 2, 5, 2, 1, 1, 3, 2, 3, 1, 37, 5, 1, 2, 1, 1, 1, 1, 1, 1, 11, 4, 7, 1, 1, 1, 20, 2, 3, 10, 1, 6, 1, 188) ]
sqrt(9002) = [ 94; (1, 7, 3, 1, 10, 2, 2, 8, 4, 1, 1, 26, 1, 1, 4, 8, 2, 2, 10, 1, 3, 7, 1, 188) ]
sqrt(9003) = [ 94; (1, 7, 1, 1, 1, 2, 2, 5, 3, 31, 3, 5, 2, 2, 1, 1, 1, 7, 1, 188) ]
sqrt(9004) = [ 94; (1, 8, 23, 1, 1, 1, 1, 2, 1, 46, 1, 2, 1, 1, 1, 1, 23, 8, 1, 188) ]
sqrt(9005) = [ 94; (1, 8, 2, 46, 1, 36, 1, 46, 2, 8, 1, 188) ]
sqrt(9006) = [ 94; (1, 8, 1, 188) ]
sqrt(9007) = [ 94; (1, 9, 1, 1, 4, 2, 8, 5, 1, 1, 1, 2, 1, 2, 6, 1, 1, 1, 30, 1, 62, 3, 3, 5, 2, 4, 1, 2, 16, 1, 9, 20, 1, 93, 1, 20, 9, 1, 16, 2, 1, 4, 2, 5, 3, 3, 62, 1, 30, 1, 1, 1, 6, 2, 1, 2, 1, 1, 1, 5, 8, 2, 4, 1, 1, 9, 1, 188) ]
sqrt(9008) = [ 94; (1, 10, 5, 1, 5, 3, 2, 11, 2, 3, 5, 1, 5, 10, 1, 188) ]
sqrt(9009) = [ 94; (1, 10, 1, 6, 1, 2, 10, 1, 4, 1, 1, 20, 1, 1, 4, 1, 10, 2, 1, 6, 1, 10, 1, 188) ]
sqrt(9010) = [ 94; (1, 11, 1, 1, 1, 20, 2, 3, 2, 1, 1, 2, 3, 2, 20, 1, 1, 1, 11, 1, 188) ]
sqrt(9011) = [ 94; (1, 12, 1, 1, 3, 3, 1, 1, 2, 3, 1, 2, 1, 4, 3, 1, 4, 1, 4, 1, 1, 2, 18, 1, 1, 2, 5, 37, 1, 3, 1, 1, 1, 10, 1, 1, 9, 2, 7, 1, 3, 1, 1, 7, 26, 1, 93, 1, 26, 7, 1, 1, 3, 1, 7, 2, 9, 1, 1, 10, 1, 1, 1, 3, 1, 37, 5, 2, 1, 1, 18, 2, 1, 1, 4, 1, 4, 1, 3, 4, 1, 2, 1, 3, 2, 1, 1, 3, 3, 1, 1, 12, 1, 188) ]
sqrt(9012) = [ 94; (1, 13, 1, 1, 1, 1, 3, 2, 1, 5, 17, 11, 1, 4, 4, 1, 1, 1, 62, 1, 1, 1, 4, 4, 1, 11, 17, 5, 1, 2, 3, 1, 1, 1, 1, 13, 1, 188) ]
sqrt(9013) = [ 94; (1, 14, 1, 4, 1, 4, 2, 3, 1, 6, 3, 1, 8, 3, 1, 1, 6, 4, 1, 2, 1, 1, 9, 2, 2, 1, 1, 5, 1, 26, 3, 1, 1, 1, 1, 2, 4, 2, 16, 1, 4, 3, 62, 1, 46, 2, 15, 3, 20, 1, 3, 2, 1, 3, 5, 2, 14, 6, 1, 2, 2, 8, 1, 1, 1, 1, 1, 1, 8, 2, 2, 1, 6, 14, 2, 5, 3, 1, 2, 3, 1, 20, 3, 15, 2, 46, 1, 62, 3, 4, 1, 16, 2, 4, 2, 1, 1, 1, 1, 3, 26, 1, 5, 1, 1, 2, 2, 9, 1, 1, 2, 1, 4, 6, 1, 1, 3, 8, 1, 3, 6, 1, 3, 2, 4, 1, 4, 1, 14, 1, 188) ]
sqrt(9014) = [ 94; (1, 16, 3, 1, 2, 1, 4, 1, 5, 1, 2, 1, 1, 2, 37, 1, 1, 2, 3, 18, 1, 2, 3, 1, 2, 2, 1, 10, 2, 7, 8, 2, 94, 2, 8, 7, 2, 10, 1, 2, 2, 1, 3, 2, 1, 18, 3, 2, 1, 1, 37, 2, 1, 1, 2, 1, 5, 1, 4, 1, 2, 1, 3, 16, 1, 188) ]
sqrt(9015) = [ 94; (1, 17, 1, 188) ]
sqrt(9016) = [ 94; (1, 20, 9, 2, 4, 3, 1, 1, 1, 6, 1, 22, 1, 6, 1, 1, 1, 3, 4, 2, 9, 20, 1, 188) ]
sqrt(9017) = [ 94; (1, 22, 1, 2, 1, 11, 8, 5, 1, 4, 3, 2, 1, 1, 1, 9, 2, 1, 2, 1, 2, 2, 26, 1, 2, 2, 2, 1, 26, 2, 2, 1, 2, 1, 2, 9, 1, 1, 1, 2, 3, 4, 1, 5, 8, 11, 1, 2, 1, 22, 1, 188) ]
sqrt(9018) = [ 94; (1, 26, 7, 3, 1, 2, 1, 3, 7, 26, 1, 188) ]
sqrt(9019) = [ 94; (1, 30, 1, 1, 1, 20, 2, 3, 1, 2, 1, 2, 1, 5, 1, 1, 2, 37, 1, 1, 2, 5, 1, 13, 1, 3, 3, 2, 7, 1, 4, 1, 2, 2, 1, 1, 3, 7, 3, 7, 3, 1, 1, 2, 2, 1, 4, 1, 7, 2, 3, 3, 1, 13, 1, 5, 2, 1, 1, 37, 2, 1, 1, 5, 1, 2, 1, 2, 1, 3, 2, 20, 1, 1, 1, 30, 1, 188) ]
sqrt(9020) = [ 94; (1, 36, 1, 188) ]
sqrt(9021) = [ 94; (1, 46, 2, 46, 1, 188) ]
sqrt(9022) = [ 94; (1, 62, 3, 20, 1, 3, 2, 6, 1, 1, 2, 4, 1, 1, 1, 1, 7, 1, 1, 1, 6, 1, 1, 1, 7, 1, 1, 1, 1, 4, 2, 1, 1, 6, 2, 3, 1, 20, 3, 62, 1, 188) ]
sqrt(9023) = [ 94; (1, 93, 1, 188) ]
sqrt(9024) = [ 94; (1, 188) ]
sqrt(9026) = [ 95; (190) ]
sqrt(9027) = [ 95; (95, 190) ]
sqrt(9028) = [ 95; (63, 2, 1, 20, 2, 4, 6, 1, 4, 2, 2, 1, 1, 15, 3, 1, 46, 1, 3, 15, 1, 1, 2, 2, 4, 1, 6, 4, 2, 20, 1, 2, 63, 190) ]
sqrt(9029) = [ 95; (47, 1, 1, 47, 190) ]
sqrt(9030) = [ 95; (38, 190) ]
sqrt(9031) = [ 95; (31, 1, 2, 20, 1, 3, 1, 1, 2, 1, 26, 2, 3, 4, 4, 5, 2, 1, 4, 1, 2, 1, 9, 3, 1, 3, 2, 7, 6, 4, 1, 37, 4, 1, 5, 1, 1, 6, 1, 3, 2, 1, 4, 5, 1, 1, 4, 1, 7, 1, 4, 1, 1, 5, 4, 1, 2, 3, 1, 6, 1, 1, 5, 1, 4, 37, 1, 4, 6, 7, 2, 3, 1, 3, 9, 1, 2, 1, 4, 1, 2, 5, 4, 4, 3, 2, 26, 1, 2, 1, 1, 3, 1, 20, 2, 1, 31, 190) ]
sqrt(9032) = [ 95; (27, 6, 1, 3, 47, 3, 1, 6, 27, 190) ]
sqrt(9033) = [ 95; (23, 1, 3, 11, 1, 1, 1, 2, 5, 1, 1, 3, 2, 2, 1, 1, 7, 2, 1, 62, 1, 2, 7, 1, 1, 2, 2, 3, 1, 1, 5, 2, 1, 1, 1, 11, 3, 1, 23, 190) ]
sqrt(9034) = [ 95; (21, 8, 1, 1, 2, 5, 2, 1, 2, 1, 5, 31, 1, 1, 31, 5, 1, 2, 1, 2, 5, 2, 1, 1, 8, 21, 190) ]
sqrt(9035) = [ 95; (19, 190) ]
sqrt(9036) = [ 95; (17, 3, 1, 1, 2, 14, 4, 3, 1, 46, 1, 3, 4, 14, 2, 1, 1, 3, 17, 190) ]
sqrt(9037) = [ 95; (15, 1, 5, 5, 8, 1, 6, 6, 1, 1, 1, 4, 2, 20, 1, 2, 15, 1, 1, 47, 63, 2, 1, 4, 1, 1, 1, 1, 2, 1, 1, 26, 1, 1, 2, 1, 1, 1, 1, 4, 1, 2, 63, 47, 1, 1, 15, 2, 1, 20, 2, 4, 1, 1, 1, 6, 6, 1, 8, 5, 5, 1, 15, 190) ]
sqrt(9038) = [ 95; (14, 1, 1, 1, 1, 1, 2, 1, 26, 2, 3, 1, 1, 4, 13, 2, 1, 3, 4, 1, 6, 1, 1, 94, 1, 1, 6, 1, 4, 3, 1, 2, 13, 4, 1, 1, 3, 2, 26, 1, 2, 1, 1, 1, 1, 1, 14, 190) ]
sqrt(9039) = [ 95; (13, 1, 1, 2, 1, 3, 6, 14, 2, 7, 8, 7, 2, 14, 6, 3, 1, 2, 1, 1, 13, 190) ]
sqrt(9040) = [ 95; (12, 1, 2, 20, 1, 3, 1, 2, 5, 1, 3, 2, 11, 2, 3, 1, 5, 2, 1, 3, 1, 20, 2, 1, 12, 190) ]
sqrt(9041) = [ 95; (11, 1, 7, 2, 1, 5, 2, 4, 1, 37, 4, 1, 1, 1, 1, 2, 1, 3, 1, 2, 3, 26, 1, 6, 1, 1, 1, 4, 9, 1, 3, 1, 5, 1, 3, 5, 5, 1, 3, 23, 1, 1, 23, 3, 1, 5, 5, 3, 1, 5, 1, 3, 1, 9, 4, 1, 1, 1, 6, 1, 26, 3, 2, 1, 3, 1, 2, 1, 1, 1, 1, 4, 37, 1, 4, 2, 5, 1, 2, 7, 1, 11, 190) ]
sqrt(9042) = [ 95; (11, 5, 1, 1, 94, 1, 1, 5, 11, 190) ]
sqrt(9043) = [ 95; (10, 1, 1, 3, 1, 1, 1, 1, 3, 8, 2, 1, 2, 1, 1, 5, 5, 2, 2, 2, 2, 1, 6, 2, 1, 31, 63, 2, 1, 2, 1, 5, 1, 4, 1, 10, 2, 1, 3, 1, 2, 1, 16, 1, 1, 4, 8, 21, 95, 21, 8, 4, 1, 1, 16, 1, 2, 1, 3, 1, 2, 10, 1, 4, 1, 5, 1, 2, 1, 2, 63, 31, 1, 2, 6, 1, 2, 2, 2, 2, 5, 5, 1, 1, 2, 1, 2, 8, 3, 1, 1, 1, 1, 3, 1, 1, 10, 190) ]
sqrt(9044) = [ 95; (10, 190) ]
sqrt(9045) = [ 95; (9, 1, 1, 47, 38, 47, 1, 1, 9, 190) ]
sqrt(9046) = [ 95; (9, 18, 1, 10, 4, 7, 2, 1, 2, 1, 9, 1, 5, 4, 2, 1, 3, 1, 1, 6, 2, 16, 1, 4, 1, 4, 1, 1, 1, 1, 12, 13, 1, 1, 31, 5, 2, 2, 12, 3, 1, 1, 1, 5, 1, 2, 2, 1, 2, 63, 27, 6, 3, 3, 2, 2, 2, 2, 8, 4, 3, 3, 1, 1, 2, 1, 8, 2, 1, 20, 2, 5, 3, 1, 1, 1, 1, 1, 4, 1, 37, 4, 1, 1, 94, 1, 1, 4, 37, 1, 4, 1, 1, 1, 1, 1, 3, 5, 2, 20, 1, 2, 8, 1, 2, 1, 1, 3, 3, 4, 8, 2, 2, 2, 2, 3, 3, 6, 27, 63, 2, 1, 2, 2, 1, 5, 1, 1, 1, 3, 12, 2, 2, 5, 31, 1, 1, 13, 12, 1, 1, 1, 1, 4, 1, 4, 1, 16, 2, 6, 1, 1, 3, 1, 2, 4, 5, 1, 9, 1, 2, 1, 2, 7, 4, 10, 1, 18, 9, 190) ]
sqrt(9047) = [ 95; (8, 1, 1, 1, 3, 1, 3, 2, 1, 5, 1, 6, 2, 6, 1, 5, 1, 2, 3, 1, 3, 1, 1, 1, 8, 190) ]
sqrt(9048) = [ 95; (8, 3, 1, 3, 8, 190) ]
sqrt(9049) = [ 95; (7, 1, 11, 1, 4, 4, 1, 1, 4, 4, 1, 11, 1, 7, 190) ]
sqrt(9050) = [ 95; (7, 1, 1, 1, 1, 7, 190) ]
sqrt(9051) = [ 95; (7, 3, 5, 8, 2, 5, 1, 6, 1, 3, 3, 1, 3, 1, 3, 3, 1, 6, 1, 5, 2, 8, 5, 3, 7, 190) ]
sqrt(9052) = [ 95; (7, 23, 1, 1, 1, 3, 1, 46, 1, 3, 1, 1, 1, 23, 7, 190) ]
sqrt(9053) = [ 95; (6, 1, 3, 1, 3, 1, 1, 1, 2, 2, 10, 1, 3, 2, 2, 2, 1, 4, 2, 3, 2, 3, 6, 1, 1, 47, 27, 6, 9, 1, 5, 1, 1, 1, 16, 1, 1, 1, 5, 1, 9, 6, 27, 47, 1, 1, 6, 3, 2, 3, 2, 4, 1, 2, 2, 2, 3, 1, 10, 2, 2, 1, 1, 1, 3, 1, 3, 1, 6, 190) ]
sqrt(9054) = [ 95; (6, 1, 1, 3, 1, 7, 1, 6, 1, 2, 1, 1, 1, 6, 2, 2, 2, 1, 1, 1, 37, 2, 3, 10, 3, 2, 37, 1, 1, 1, 2, 2, 2, 6, 1, 1, 1, 2, 1, 6, 1, 7, 1, 3, 1, 1, 6, 190) ]
sqrt(9055) = [ 95; (6, 2, 1, 20, 2, 6, 13, 2, 3, 1, 1, 1, 9, 2, 1, 1, 1, 8, 2, 3, 2, 2, 3, 8, 1, 3, 2, 1, 31, 38, 31, 1, 2, 3, 1, 8, 3, 2, 2, 3, 2, 8, 1, 1, 1, 2, 9, 1, 1, 1, 3, 2, 13, 6, 2, 20, 1, 2, 6, 190) ]
sqrt(9056) = [ 95; (6, 7, 2, 4, 5, 1, 2, 1, 1, 1, 1, 1, 3, 2, 3, 47, 3, 2, 3, 1, 1, 1, 1, 1, 2, 1, 5, 4, 2, 7, 6, 190) ]
sqrt(9057) = [ 95; (5, 1, 16, 2, 7, 1, 3, 1, 3, 5, 1, 7, 11, 14, 1, 1, 4, 2, 1, 3, 23, 1, 1, 11, 2, 1, 1, 2, 6, 5, 1, 1, 1, 1, 2, 1, 62, 1, 2, 1, 1, 1, 1, 5, 6, 2, 1, 1, 2, 11, 1, 1, 23, 3, 1, 2, 4, 1, 1, 14, 11, 7, 1, 5, 3, 1, 3, 1, 7, 2, 16, 1, 5, 190) ]
sqrt(9058) = [ 95; (5, 1, 3, 4, 1, 1, 1, 1, 1, 2, 2, 1, 1, 94, 1, 1, 2, 2, 1, 1, 1, 1, 1, 4, 3, 1, 5, 190) ]
sqrt(9059) = [ 95; (5, 1, 1, 2, 5, 1, 2, 1, 26, 2, 4, 1, 18, 4, 1, 1, 2, 3, 2, 37, 1, 1, 1, 2, 1, 12, 1, 6, 1, 2, 5, 11, 95, 11, 5, 2, 1, 6, 1, 12, 1, 2, 1, 1, 1, 37, 2, 3, 2, 1, 1, 4, 18, 1, 4, 2, 26, 1, 2, 1, 5, 2, 1, 1, 5, 190) ]
sqrt(9060) = [ 95; (5, 2, 3, 3, 1, 1, 2, 8, 1, 2, 12, 2, 1, 8, 2, 1, 1, 3, 3, 2, 5, 190) ]
sqrt(9061) = [ 95; (5, 3, 1, 1, 7, 21, 47, 1, 1, 4, 1, 3, 1, 1, 1, 1, 3, 1, 4, 1, 1, 47, 21, 7, 1, 1, 3, 5, 190) ]
sqrt(9062) = [ 95; (5, 7, 8, 7, 5, 190) ]
sqrt(9063) = [ 95; (5, 190) ]
sqrt(9064) = [ 95; (4, 1, 7, 7, 2, 20, 1, 2, 4, 1, 1, 5, 4, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 4, 5, 1, 1, 4, 2, 1, 20, 2, 7, 7, 1, 4, 190) ]
sqrt(9065) = [ 95; (4, 1, 3, 11, 1, 1, 1, 3, 4, 2, 1, 2, 3, 1, 1, 16, 1, 2, 1, 16, 1, 1, 3, 2, 1, 2, 4, 3, 1, 1, 1, 11, 3, 1, 4, 190) ]
sqrt(9066) = [ 95; (4, 1, 1, 1, 3, 2, 2, 4, 8, 18, 1, 11, 1, 2, 1, 26, 2, 5, 1, 1, 1, 6, 1, 30, 1, 6, 1, 1, 1, 5, 2, 26, 1, 2, 1, 11, 1, 18, 8, 4, 2, 2, 3, 1, 1, 1, 4, 190) ]
sqrt(9067) = [ 95; (4, 1, 1, 8, 9, 1, 9, 1, 2, 8, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 13, 63, 2, 2, 5, 2, 1, 2, 2, 1, 31, 27, 5, 1, 2, 1, 3, 6, 1, 3, 1, 2, 20, 1, 4, 17, 9, 95, 9, 17, 4, 1, 20, 2, 1, 3, 1, 6, 3, 1, 2, 1, 5, 27, 31, 1, 2, 2, 1, 2, 5, 2, 2, 63, 13, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 8, 2, 1, 9, 1, 9, 8, 1, 1, 4, 190) ]
sqrt(9068) = [ 95; (4, 2, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 23, 6, 1, 1, 9, 2, 16, 1, 5, 4, 1, 46, 1, 4, 5, 1, 16, 2, 9, 1, 1, 6, 23, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 4, 190) ]
sqrt(9069) = [ 95; (4, 3, 10, 1, 8, 1, 1, 1, 1, 2, 1, 6, 12, 1, 1, 4, 1, 1, 1, 2, 5, 15, 1, 2, 5, 2, 3, 7, 3, 26, 1, 8, 9, 2, 2, 3, 17, 47, 1, 1, 3, 1, 4, 1, 1, 1, 37, 2, 4, 6, 1, 1, 2, 1, 1, 1, 3, 9, 1, 2, 1, 62, 1, 2, 1, 9, 3, 1, 1, 1, 2, 1, 1, 6, 4, 2, 37, 1, 1, 1, 4, 1, 3, 1, 1, 47, 17, 3, 2, 2, 9, 8, 1, 26, 3, 7, 3, 2, 5, 2, 1, 15, 5, 2, 1, 1, 1, 4, 1, 1, 12, 6, 1, 2, 1, 1, 1, 1, 8, 1, 10, 3, 4, 190) ]
sqrt(9070) = [ 95; (4, 4, 2, 1, 1, 9, 2, 3, 3, 1, 5, 1, 4, 31, 1, 1, 5, 1, 5, 3, 2, 1, 4, 5, 2, 1, 1, 3, 7, 21, 38, 21, 7, 3, 1, 1, 2, 5, 4, 1, 2, 3, 5, 1, 5, 1, 1, 31, 4, 1, 5, 1, 3, 3, 2, 9, 1, 1, 2, 4, 4, 190) ]
sqrt(9071) = [ 95; (4, 7, 2, 1, 2, 2, 1, 1, 3, 1, 5, 2, 1, 3, 8, 95, 8, 3, 1, 2, 5, 1, 3, 1, 1, 2, 2, 1, 2, 7, 4, 190) ]
sqrt(9072) = [ 95; (4, 20, 1, 10, 1, 20, 4, 190) ]
sqrt(9073) = [ 95; (3, 1, 26, 2, 6, 1, 1, 3, 2, 1, 5, 3, 1, 7, 5, 1, 1, 1, 4, 4, 4, 1, 1, 1, 5, 7, 1, 3, 5, 1, 2, 3, 1, 1, 6, 2, 26, 1, 3, 190) ]
sqrt(9074) = [ 95; (3, 1, 7, 1, 1, 7, 11, 13, 1, 1, 13, 11, 7, 1, 1, 7, 1, 3, 190) ]
sqrt(9075) = [ 95; (3, 1, 4, 7, 2, 2, 3, 2, 2, 7, 4, 1, 3, 190) ]
sqrt(9076) = [ 95; (3, 1, 2, 1, 2, 2, 63, 11, 5, 4, 1, 20, 2, 1, 3, 15, 1, 1, 1, 1, 6, 2, 4, 1, 46, 1, 4, 2, 6, 1, 1, 1, 1, 15, 3, 1, 2, 20, 1, 4, 5, 11, 63, 2, 2, 1, 2, 1, 3, 190) ]
sqrt(9077) = [ 95; (3, 1, 1, 1, 14, 47, 1, 1, 3, 6, 3, 1, 1, 47, 14, 1, 1, 1, 3, 190) ]
sqrt(9078) = [ 95; (3, 1, 1, 2, 3, 1, 1, 1, 94, 1, 1, 1, 3, 2, 1, 1, 3, 190) ]
sqrt(9079) = [ 95; (3, 1, 1, 10, 63, 2, 2, 1, 31, 21, 7, 95, 7, 21, 31, 1, 2, 2, 63, 10, 1, 1, 3, 190) ]
sqrt(9080) = [ 95; (3, 2, 5, 1, 2, 1, 1, 3, 1, 3, 9, 3, 1, 3, 1, 1, 2, 1, 5, 2, 3, 190) ]
sqrt(9081) = [ 95; (3, 2, 1, 1, 20, 1, 1, 2, 3, 190) ]
sqrt(9082) = [ 95; (3, 2, 1, 20, 2, 10, 1, 2, 1, 1, 1, 1, 1, 1, 4, 31, 1, 1, 4, 1, 1, 31, 4, 1, 1, 1, 1, 1, 1, 2, 1, 10, 2, 20, 1, 2, 3, 190) ]
sqrt(9083) = [ 95; (3, 3, 1, 1, 3, 1, 6, 1, 1, 4, 2, 13, 6, 13, 2, 4, 1, 1, 6, 1, 3, 1, 1, 3, 3, 190) ]
sqrt(9084) = [ 95; (3, 4, 2, 3, 4, 1, 1, 2, 16, 1, 14, 1, 16, 2, 1, 1, 4, 3, 2, 4, 3, 190) ]
sqrt(9085) = [ 95; (3, 5, 1, 4, 2, 4, 1, 5, 3, 190) ]
sqrt(9086) = [ 95; (3, 8, 3, 190) ]
sqrt(9087) = [ 95; (3, 14, 3, 190) ]
sqrt(9088) = [ 95; (3, 47, 3, 190) ]
sqrt(9089) = [ 95; (2, 1, 37, 2, 7, 7, 2, 37, 1, 2, 190) ]
sqrt(9090) = [ 95; (2, 1, 12, 1, 20, 3, 1, 5, 2, 1, 1, 20, 1, 1, 2, 5, 1, 3, 20, 1, 12, 1, 2, 190) ]
sqrt(9091) = [ 95; (2, 1, 7, 1, 1, 1, 1, 1, 12, 11, 7, 4, 10, 2, 1, 5, 9, 1, 6, 6, 4, 1, 2, 1, 1, 1, 18, 2, 3, 3, 17, 31, 1, 2, 1, 1, 1, 2, 3, 2, 1, 3, 1, 1, 5, 1, 1, 2, 4, 2, 63, 8, 1, 1, 1, 6, 1, 37, 3, 1, 2, 2, 12, 3, 2, 4, 1, 1, 2, 2, 1, 20, 2, 14, 5, 1, 1, 5, 1, 4, 3, 3, 1, 5, 95, 5, 1, 3, 3, 4, 1, 5, 1, 1, 5, 14, 2, 20, 1, 2, 2, 1, 1, 4, 2, 3, 12, 2, 2, 1, 3, 37, 1, 6, 1, 1, 1, 8, 63, 2, 4, 2, 1, 1, 5, 1, 1, 3, 1, 2, 3, 2, 1, 1, 1, 2, 1, 31, 17, 3, 3, 2, 18, 1, 1, 1, 2, 1, 4, 6, 6, 1, 9, 5, 1, 2, 10, 4, 7, 11, 12, 1, 1, 1, 1, 1, 7, 1, 2, 190) ]
sqrt(9092) = [ 95; (2, 1, 5, 3, 2, 2, 1, 2, 3, 1, 2, 4, 1, 3, 1, 5, 5, 1, 46, 1, 5, 5, 1, 3, 1, 4, 2, 1, 3, 2, 1, 2, 2, 3, 5, 1, 2, 190) ]
sqrt(9093) = [ 95; (2, 1, 3, 1, 62, 1, 3, 1, 2, 190) ]
sqrt(9094) = [ 95; (2, 1, 3, 6, 1, 3, 1, 3, 1, 2, 1, 18, 2, 1, 37, 2, 8, 1, 1, 2, 3, 7, 2, 1, 94, 1, 2, 7, 3, 2, 1, 1, 8, 2, 37, 1, 2, 18, 1, 2, 1, 3, 1, 3, 1, 6, 3, 1, 2, 190) ]
sqrt(9095) = [ 95; (2, 1, 2, 1, 1, 3, 3, 5, 3, 3, 1, 1, 2, 1, 2, 190) ]
sqrt(9096) = [ 95; (2, 1, 2, 7, 3, 1, 11, 1, 22, 1, 11, 1, 3, 7, 2, 1, 2, 190) ]
sqrt(9097) = [ 95; (2, 1, 1, 1, 4, 3, 1, 3, 7, 1, 2, 6, 1, 2, 1, 1, 5, 2, 1, 1, 2, 2, 3, 3, 8, 1, 3, 1, 1, 5, 4, 2, 8, 1, 1, 1, 3, 11, 1, 1, 1, 5, 2, 63, 7, 1, 13, 1, 3, 1, 23, 21, 6, 1, 1, 7, 1, 3, 10, 1, 26, 2, 1, 16, 1, 2, 26, 1, 10, 3, 1, 7, 1, 1, 6, 21, 23, 1, 3, 1, 13, 1, 7, 63, 2, 5, 1, 1, 1, 11, 3, 1, 1, 1, 8, 2, 4, 5, 1, 1, 3, 1, 8, 3, 3, 2, 2, 1, 1, 2, 5, 1, 1, 2, 1, 6, 2, 1, 7, 3, 1, 3, 4, 1, 1, 1, 2, 190) ]
sqrt(9098) = [ 95; (2, 1, 1, 1, 1, 4, 2, 2, 7, 1, 7, 1, 3, 1, 3, 3, 1, 3, 1, 7, 1, 7, 2, 2, 4, 1, 1, 1, 1, 2, 190) ]
sqrt(9099) = [ 95; (2, 1, 1, 2, 1, 13, 1, 20, 3, 1, 3, 3, 3, 1, 3, 20, 1, 13, 1, 2, 1, 1, 2, 190) ]
sqrt(9100) = [ 95; (2, 1, 1, 5, 1, 46, 1, 5, 1, 1, 2, 190) ]
sqrt(9101) = [ 95; (2, 1, 1, 47, 10, 47, 1, 1, 2, 190) ]
sqrt(9102) = [ 95; (2, 2, 8, 1, 2, 5, 2, 3, 2, 3, 2, 5, 2, 1, 8, 2, 2, 190) ]
sqrt(9103) = [ 95; (2, 2, 3, 1, 2, 1, 31, 14, 1, 1, 1, 4, 1, 20, 2, 1, 1, 1, 3, 2, 3, 3, 3, 4, 2, 1, 5, 2, 6, 1, 1, 1, 1, 4, 1, 1, 4, 2, 1, 9, 1, 10, 3, 7, 63, 2, 7, 1, 4, 95, 4, 1, 7, 2, 63, 7, 3, 10, 1, 9, 1, 2, 4, 1, 1, 4, 1, 1, 1, 1, 6, 2, 5, 1, 2, 4, 3, 3, 3, 2, 3, 1, 1, 1, 2, 20, 1, 4, 1, 1, 1, 14, 31, 1, 2, 1, 3, 2, 2, 190) ]
sqrt(9104) = [ 95; (2, 2, 2, 3, 2, 10, 1, 3, 1, 2, 1, 6, 1, 8, 1, 2, 26, 1, 10, 1, 26, 2, 1, 8, 1, 6, 1, 2, 1, 3, 1, 10, 2, 3, 2, 2, 2, 190) ]
sqrt(9105) = [ 95; (2, 2, 1, 1, 1, 2, 2, 1, 5, 1, 7, 9, 1, 11, 38, 11, 1, 9, 7, 1, 5, 1, 2, 2, 1, 1, 1, 2, 2, 190) ]
sqrt(9106) = [ 95; (2, 2, 1, 5, 1, 1, 1, 5, 7, 2, 5, 3, 6, 21, 21, 6, 3, 5, 2, 7, 5, 1, 1, 1, 5, 1, 2, 2, 190) ]
sqrt(9107) = [ 95; (2, 3, 9, 1, 3, 6, 3, 13, 3, 6, 3, 1, 9, 3, 2, 190) ]
sqrt(9108) = [ 95; (2, 3, 2, 1, 1, 11, 2, 1, 16, 1, 2, 11, 1, 1, 2, 3, 2, 190) ]
sqrt(9109) = [ 95; (2, 3, 1, 2, 1, 8, 2, 1, 4, 1, 1, 1, 1, 1, 8, 1, 11, 1, 4, 1, 6, 4, 5, 4, 1, 2, 2, 1, 2, 15, 1, 1, 6, 3, 3, 6, 1, 1, 15, 2, 1, 2, 2, 1, 4, 5, 4, 6, 1, 4, 1, 11, 1, 8, 1, 1, 1, 1, 1, 4, 1, 2, 8, 1, 2, 1, 3, 2, 190) ]
sqrt(9110) = [ 95; (2, 4, 6, 2, 1, 3, 2, 6, 1, 9, 5, 1, 1, 18, 1, 1, 5, 9, 1, 6, 2, 3, 1, 2, 6, 4, 2, 190) ]
